Local authority code,LookUp_BoroughName,WardCode,WardName,Year ending Mar 2008,Year ending Jun 2008,Year ending Sep 2008,Year ending Dec 2008,Year ending Mar 2009,Year ending Jun 2009,Year ending Sep 2009,Year ending Dec 2009,Year ending Mar 2010,Year ending Jun 2010,Year ending Sep 2010,Year ending Dec 2010,Year ending Mar 2011,Year ending Jun 2011,Year ending Sep 2011,Year ending Dec 2011,Year ending Mar 2012,Year ending Jun 2012,Year ending Sep 2012,Year ending Dec 2012,Year ending Mar 2013,Year ending Jun 2013,Year ending Sep 2013,Year ending Dec 2013,Year ending Mar 2014,Year ending Jun 2014,Year ending Sep 2014,Year ending Dec 2014,Year ending Mar 2015,Year ending Jun 2015,Year ending Sep 2015,Year ending Dec 2015,Year ending Mar 2016,Year ending Jun 2016,Year ending Sep 2016,Year ending Dec 2016,Year ending Mar 2017,Year ending Jun 2017,Year ending Sep 2017,Year ending Dec 2017,Year ending Mar 2018,Year ending Jun 2018,Year ending Sep 2018,Year ending Dec 2018,Year ending Mar 2019,Year ending Jun 2019,Year ending Sep 2019,Year ending Dec 2019,Year ending Mar 2020,Year ending Jun 2020,Year ending Sep 2020,Year ending Dec 2020,Year ending Mar 2021,Year ending Jun 2021,Year ending Sep 2021,Year ending Dec 2021,Year ending Mar 2022,Year ending Jun 2022,Year ending Sep 2022,Year ending Dec 2022,Year ending Mar 2023
E09000010,Enfield,E05000208,Southgate,303786.53117,322120.21771,316104.46809,310833.71166,296516.625,275229.93431,281734.46622,271190.98765,287132.17514,307833.31765,307983.70681,312641.70142,309025.8408,303184.66667,301778.50262,304512.25698,305564.47619,315522.43979,326354.64444,339758.98246,344853.72989,339331.83938,344749.72222,350944.44492,356488.90393,389947.45366,393954.165,411794.64327,416297.51366,416489.33889,451843.53179,446217.23316,469008.40686,489601.475,502011.89655,523607.6506,528001.44928,518743.35714,507729.89796,501719.4963,499558.69118,476502.60833,483247.47368,495043.27103,497178.01802,513570.65833,535648.9916,542095.84,570714.58333,579704.32692,549382.35294,576574.15254,615869.11765,645240.86294,671006,674224.19355,651828.09659,615682.65649,602724.0068,603361.22727,585934.5035
E09000011,Greenwich,E05000215,Blackheath Westcombe,453317.20134,507899.95506,546029.68396,530634.51572,507655.7561,410684.74257,406448.824,406446,421468.16071,432677.40081,445259.52632,444477.52518,443035.59925,450193.18819,441494.19247,471396.79018,468601.25328,486050.84305,491201.48416,506443.29412,517479.79703,498375.86547,496963.64143,504987.22069,506908.3,528192.70192,547705.0871,541347.30916,571707.80159,572144.25333,604470.55814,675703.25738,693889.83268,709672.62598,724677.86611,723002.16749,729718.1686,726742.01163,727645.59375,703173.67052,679166.07345,704179.2234,713378.03371,669195,680750.85443,647221.13281,659380.95588,716181.76056,747417.00704,763582.08029,770180.89431,759165,721346.10559,711590.75217,719692.85714,704158.2839,747154.21364,751580.43017,765456.63043,781143.74194,743412.92547
E09000011,Greenwich,E05000214,Abbey Wood,183156.18217,185553.27982,187852.36364,190382.45902,189377.67857,181486.63158,174971.53521,170301.67532,171176.2716,172503.72,172616.45333,175411.34286,173524.23611,173568.18182,175259.61538,170271.11111,169780.79787,170113.85556,172460.82759,174681.08989,177787.05495,179800.67416,180478.35106,191183.57843,198388.91753,207436.30909,230333.58197,247468.5,253276.07258,263258.69643,258074.66667,282209.24219,295852.6194,303771.81379,318638.07746,326788.33621,331602.81197,333927.22018,339507.71698,341994.44118,338856.40659,339531.07292,334153.91089,332010.9375,339941.09783,331947.06667,337459.05333,335888.62338,324736.1,327209.89855,327070.41096,336210.06329,348201.05263,350520.96,346335.85075,349784.67717,357776.80315,368343.83333,384627,388772.02655,395293.2551
E09000011,Greenwich,E05000216,Charlton,278744.91064,274908.15111,268915.70558,260478.75974,264778.07843,267191.60656,265292.86508,263581.05036,265050.29197,274871.45833,292264.99324,304859.07092,299097.72993,294016.70803,279877.46324,271499.17857,271924.0604,282647.9,299288.34507,309315.49669,322133.58491,320953.0184,322877.51136,343269.0765,351292.7933,356556.17989,372983.42857,381047.06322,382081.74699,396905.5974,407748.13548,417224.86792,434882.37349,469263.04516,479893.90972,480628.09322,495482.62376,475815.60606,484167.15054,474912.25714,473483.22222,462527.59375,456467.66667,469380.61702,484933.4963,492998.87879,510526.8806,521033.4,501594.18103,488297.05882,470124.75258,504240.05172,543018.96203,551211.15385,560666.10345,545144.68394,526750.73373,525564.34641,526828.27044,526495.77419,518302.72414
E09000011,Greenwich,E05000224,Middle Park and Sutcliffe,309989.39024,311204.56044,275633.65385,274223.94545,283731.76667,295967.26582,322097.60825,314493.66055,303574.26496,295366.61314,295075.33071,312495.28571,314690.7069,325107.28037,356978.22124,372560.33621,357949.61194,362371.58333,339517.35338,322320.56589,343741.73043,322660.40909,362207.84173,354936.04046,375661.20219,412126.61929,402580.45876,439605.38953,418826.72254,417148.19136,432184.59441,436496.3986,462704.16564,450151.64052,442504.54902,438780.70513,427015.71429,433674.60526,442046.65563,456839.56835,461647.36842,466332.58929,484689.79339,476846.44167,477226.78689,486406.57576,502890.36134,477265.79137,476847.77778,515829.05983,513305.46154,578275.36458,617611.97581,603799.9883,624686.03158,622538.16571,620057.84028,587184.51786,579743.81897,589240.49219,601396.6371
E09000011,Greenwich,E05000222,Greenwich West,405809.62857,396578.70482,358499.28438,350970.26772,345266.09283,335449.58796,373883.5,386344.90722,379861.25,399783.76,418582.76804,407194.55319,413385.4878,410420.71779,395536.0796,394903.37594,374531.88352,361533.54418,351707.24025,370222.58159,396651.71717,425018.69412,465730.51816,464061.44649,464696.87784,468815.24008,482827.99011,489309.46303,498664.54843,532910.69574,556869.56589,563785.97143,561148.85321,565916.19494,560630.3118,566168.82482,578744.16981,553947.09677,550260.73512,570091.96,569044.47887,591747.60547,604267.12,565219.72807,578183.93496,575556.65267,571907.37705,581756.08254,602768.15862,627009.0641,664767.31285,707956.52601,679795.97549,681525.77703,653890.30719,650074.85802,651862.3955,618760.15354,649308.15808,641077.11029,655315.22222
E09000011,Greenwich,E05000223,Kidbrooke with Hornfair,246837.49568,247717.23588,249451.00503,252544.13043,254685.87379,246833.16092,254243.05,240573.18644,235037.43478,247381.87919,252042.38411,266854.05036,265314.73188,264328.13571,270653.42657,261295.31915,257188.42105,255840.89333,245346.39161,245685.31655,254374.08029,254364.32143,261876.92982,268575.2602,267656.42157,273590.81092,281186.03766,292131.02203,298870.68468,310314.24752,327637.20398,328724.75879,344319.77376,353680.81818,362944.23383,387005.77778,399507.74194,402391.6129,406216.54412,401310.07752,395314.70588,396944.52899,395557.10526,395672.68939,408664.87903,401511.5,423083.98182,412997.00826,417009.74603,423278.54701,427360.20492,439929.05738,434533.13793,448245.45699,444025.22727,447054.33333,454631.2931,462352.61589,477353.62044,473964.40602,479795.7913
E09000011,Greenwich,E05000218,Eltham North,269945.7438,267001.425,256459.67391,262279.58678,250514.26316,242523.28302,236296.58716,235663.77206,254120.39375,266943.9816,269621.36585,276100.0625,262378.36806,257397.14966,267292.52349,271867.57333,282312.08219,290755.22973,286210.61438,285001.04819,287051.67665,291450.76923,308512.65363,317453.42424,318746.22941,329278.39634,341286.01266,362316.57303,375894.40719,376825.70115,393531.8453,390821.46471,394307.60795,424654.59302,437733.83333,448752.92,482390.52349,490517.75796,495796.36905,506871.76796,507681.66667,500499.93711,513424.33333,514788.17007,501662.58088,490670.74126,490577.15556,501922.89286,499683.82759,498422.72727,487391.22137,493722.31061,526953.79412,550431.15385,551943.73391,552845.86538,566001.79012,568961.75652,576868.60938,590729.59542,586088.5036
E09000011,Greenwich,E05000220,Eltham West,231858.00735,236741.89147,237072.18692,227033.47561,214295.32895,205115.69841,198655.55696,195592.70476,203276.91743,203755.59091,206446.47368,217407.02703,215265.13514,216228.24324,225572.58427,234430.75269,245844.875,249591.53719,246384.06604,253276.89404,254440.20958,292692.9589,295793.7623,304015.43868,344819.68617,342679.3169,337611.14948,357674.81498,351066.66418,356348.78102,380431.71233,390204.93023,393443.12069,406504.42623,439061.91954,472280.05614,492793.83525,489437.13983,477195.15075,421314.59854,469979.33884,486631.43939,483667.95775,468203.54077,443430.04392,438792.22667,433727.1505,437560.80296,476752.22222,479910.33537,482172.29167,485652.93548,468271.4087,464996.90433,465725.82,455162.80627,447420.63665,442107.0303,459320.47244,481867.37288,491529.13043
E09000011,Greenwich,E05000219,Eltham South,237667.13619,238872.86404,233392.95028,243161.1938,243314.26364,238313.47826,256113.7037,239645.21186,251858.96552,257847.12,258305.48507,260778.69128,248721.19632,243323.31288,236497.74172,235296.65972,253979.97333,259646.83803,254728.66897,263260.38,256643.2027,265874.37255,273174.67516,273779.90123,277718.09524,276292.68156,316770.855,331290.47964,334219.51667,352213.16239,338853.07042,344093.60766,370788.19663,367584.38554,376743.14286,379832.81818,380747.78912,382879.91071,392312.98193,407197.36686,410480.41667,413602.29921,428645.23616,431412.70714,425442.34812,463965.00939,452150.27225,467805.90323,481846.79787,455365.55195,456158.00699,440155.16774,431396.31707,440114.61364,439389.42291,427326.60697,438460.66489,443088.59119,452698.49697,491455.58286,499816.98718
E09000011,Greenwich,E05000221,Glyndon,194559.71924,196512.25551,193329.24528,189141.62162,180378.64706,173365.61644,159722.82895,157337.17647,163795.12195,167457.77778,173964.89362,184097.01087,183473,183037.12264,183587.68807,178766.32407,179398.81897,181517.33962,180446.17347,183600.65,183416.64078,183291.71552,184945.42188,192865.30496,197892.65035,208648.03268,223312.23295,231901.44262,239289.20106,242080.13115,255432.43353,268232.46707,274181.09945,282307.67059,285527.85333,290655.15068,301537.89063,307809.88652,317826.20979,319048.14844,324378.584,329612.1982,326211.49038,329900.40179,336809.12621,329566.04167,325614.47674,327143.76712,323050.72464,327975,341013.63636,348033.33333,354025.5814,373742.89683,369354.44853,365976.67883,360894.15966,341317.74194,346216.21951,359752.04255,372219.11111
E09000011,Greenwich,E05000225,Peninsula,323002.87958,331332.73458,330911.52632,329605.01826,330342.19565,314131.31405,317758.09302,324844.88435,332317.34302,345660.29231,363985.71921,374091.80303,365819.07853,343923.94715,332474.86228,337871.74438,346772.35561,359738.95077,374356.19149,373586.30698,372540.04147,372897.98148,376791.67568,390192.56327,398232.4585,432140.97704,431653.99788,426185.85064,423645.28502,417933.41786,434530.68445,451396.8129,462430.0913,465827.55939,477515.5434,510951.04961,529689.79915,545989.46602,546787.88146,531454.85294,541939.25897,532184.11706,533105.33553,537269.65662,554293.55182,579396.76348,595876.13914,603192.84648,587030.15238,576991.94472,554780.32532,549291.363,554668.94786,561242.80869,568101.15567,576951.73929,578551.81637,596034.05797,605829.31382,601282.02262,600874.08462
E09000011,Greenwich,E05000217,Coldharbour and New Eltham,250086.10667,251091.69725,251914.81366,241753.68,236925.46729,226909.375,223025.55682,228408.23077,238830.39091,244525.06504,253549.3871,248678.11667,256253.97196,264137.07547,268262.80734,271346.11966,268857.74815,262493.57463,259131.41958,262838.76224,260746.41429,259778.50993,264700.65625,273146.25668,282350.95122,304621.47847,320463.81743,337202.34583,347148.13502,345548.54694,351977.94954,359949.81865,379352.62431,394934,421688.96552,421790.70213,415398.06667,421466.9375,413366.05512,413622.44966,414724.45578,410526.41935,412883.30247,422119.08397,430193.6,446380,449841.02344,449727.61224,447858.87075,438036.01515,446099.60504,457287.18045,472038.75,475405.75916,482618.8172,487140.19608,485026.77165,492608.7156,497591.68595,497223.2093,494033.15625
E09000011,Greenwich,E05000228,Thamesmead Moorings,184186.37135,184593.47176,181643.1,180382.48503,172004.7377,166033.32941,157310.4386,153584.625,154940.07843,160372.04762,167134.47458,174478.96226,170678.01887,173424.25532,169067.54902,158532.78689,164132.35294,161506.25316,165024.8625,169388.1358,167010.7931,164257.80899,160825.96939,157435.12037,160528.67692,167780.16197,180942.425,191600.59211,204169.12338,211206.18881,216640.50781,229968.7931,241343.60927,247525.22727,255632.81988,254381.57419,258801.73571,262927.11111,267136.25191,272891.93496,279229.90351,276224.78125,277319.80909,278752.78261,279446.76471,289420.87379,289151.36957,285010.17582,279922.71429,276516.67949,277441.66667,279384.19118,290044.19178,295364.22105,296632.04854,305250.9902,305150.98958,312362.79762,317852.55556,323575.09459,321553.95714
E09000011,Greenwich,E05000230,Woolwich Riverside,255059.54433,241512.38506,236445.6569,225637.07383,216463.42857,238504.8625,261236.04348,260856.5493,267303.76506,258949.5977,245524.13699,243406.30827,235174.5,231439.41053,232568.312,227807.30872,224102.19704,223213.95984,222150.89883,227824.83895,241332.51953,258431.91176,268289.68016,267893.1,259126.4125,257008.58228,266473.2541,276312.00379,299599.65217,304356.99476,305983.5107,337051.31415,361890.10557,366551.98428,381058.91304,371150.80286,366822.52994,383949.96947,393316.23934,421783.96995,423049.89086,422142.19243,485397.53082,497791.96332,499203.90388,499172.83005,497166.73853,489811.5381,492725.94217,503543.67127,462305.72587,442413.10309,450575.05238,445949.09402,456219.82517,447082.157,437403.20635,438719.97034,440774.69888,444667.78929,452010.36996
E09000011,Greenwich,E05000226,Plumstead,195338.63287,200180.23387,197152.53927,195054.34641,189076.2931,177943.2,176662.88462,176783.6036,175374.78448,175557.25664,180947.87736,185440.04762,185262.58929,183933.77273,178749.6789,173733.11321,174244.9898,171376.90654,174085.88696,176478.89516,180521.63433,187901.98519,192540.89474,203409.59574,207677.375,214727.5461,227415.27273,238881.09375,247972.8253,253378.14881,260180.19497,270130.34,286971.14286,298657.74667,312881.08661,316834.86066,320796.14563,329527.46018,337696.01563,338132.34375,335721.77686,333968.09322,326901.34615,333989.78723,345005.26596,341674.63855,340174.38889,328192.78351,321717.93478,327153.96591,325787.48684,337960.26027,353071.06863,359635.49618,365020.51493,366603.00763,368350.90385,371968.11364,372047.13483,383254.73684,382651.66667
E09000011,Greenwich,E05000229,Woolwich Common,191637.66169,196764.32961,200235.51948,192809.4958,188188.27586,171418.15385,188013.30508,205239.16667,209121.71875,211414.02985,196354.78873,182183.8806,183351.07692,182434.08451,185417.68116,183886.5493,179168.0625,176286.8125,178421.68675,182800.59524,181752.97619,186914.71591,209883.57759,238181.04938,253891.81818,257132.69549,263934.76838,259303.9234,254060.28079,255411.09032,280239.35366,286750.73006,305130.8,322067.04469,338960.30464,355700.26452,359828.69291,366887.70339,360384.94615,381758.39157,391560.86139,393393.96567,390653.72273,380410.88947,371612.46104,371914.26718,376680.2521,398912.70115,413676.01093,411166.21951,411324.63743,410131.37302,400467.31579,403693.02688,399213.12849,395376.44767,384887.49375,376430.17117,388736.47748,387986.41304,388674.4186
E09000011,Greenwich,E05000227,Shooters Hill,221532.27966,222705.12299,225783.82576,224482.28947,219473.74737,208448.38372,205480.85149,208219.28571,212875.80357,218705.89744,224254.83471,224293.43284,227911.91406,221913.23077,222489.47826,217890.52381,215702.96992,221360.18056,220172.70395,227330.06135,230878.17518,239644.25658,244696.44099,257787.94475,262294.51429,266270.37129,272776.95755,276805.7398,284380.67039,297964.78723,316504.91667,329290.13966,341773.67961,353324.26042,359407.33514,364727.38636,376194.71333,385137.33094,395685.75352,415445.58955,415251.11667,418012.23009,418069.94737,403061.41304,404627.89474,394623.83333,390035.61224,388499.9,392473.15534,399003.78641,405897.92929,421957.99107,427405.28169,440916.24365,445881.85366,451918.58209,457385.75,459029.26573,472088.39041,477934.76821,480835.85185
E09000012,Hackney,E05009368,Cazenove,284498.68919,307605.23276,307519.73913,302003.91176,268941.66667,243871.69811,239152.25806,267156.44737,284180.94595,295542.3662,322317.84,307381.82667,305973.93976,315760.56322,326197.30108,341038.54167,336694.73684,351833.52941,372556.32911,369335.46512,365714.66304,344716.13542,330516.29348,331842.74699,360814.73077,375167.25,400988.67033,433059.625,445068.44156,479199.21053,493679.27536,487540.62963,484635.31915,509051.91753,525085.98969,510258.21739,534606.71605,501780.24658,548933.37681,588895.89855,562111.94203,572613.94805,545298.14706,534378.92537,574825.94118,600760.58621,539616.27027,556705.41333,544965.41333,523238.59459,558105.38235,593994.28571,582315.38462,594430.27523,598111.11111,606429.88506,630889.43662,686745.34884,677587.77778,644488.87273,666886.56604
E09000012,Hackney,E05009369,Clissold,350174.5907,373202.3172,373454.81879,385856.01724,391416.21176,352790.35,363757.47253,356925.38835,357744.8843,386360.86719,387818.15132,396845.39759,387428.22485,372785.21739,372188.30909,359074.45033,374502.93333,397053.19492,417679.10084,446900.89313,433439.73571,448490.86029,469601.15385,457004.26946,486787.13333,508922.08247,543994.24211,589348.88166,591776.41176,599935.45699,598364.61828,601058.31915,612867.36757,620044.63462,643223.92857,681667.66423,697231.81295,682813.50694,709555.94667,716971.9359,725243.58394,742456.7874,708513.51786,670560.01942,675158,660904.88679,689881.6,678807.22581,694398.30469,703277.16807,663843.83333,694896.97973,655864.9641,655104.19141,684717.07692,671199.45933,744334.39521,837666.848,848112.71212,889812.17037,864687.08527
E09000012,Hackney,E05009370,Dalston,339872.9009,336845.59494,316253.08696,310504.81707,302569.7093,296616.16197,312656.30147,311463.84878,312777.11392,327359.75566,330592.24545,344121.6375,357575.4,333225.18857,352279.0121,354400.16605,350083.49462,375889.65652,386990.5122,393972.71856,399768.17284,416182.24057,426974.39904,430248.38785,458415.21101,489765.07692,500871.67969,592250.46392,577299.21429,597667.71831,606742.7,622684.26829,625353.87097,601148.0229,598909.87324,548748.12088,543658.72632,559479.63139,574008.25275,642659.87432,667450.32386,675977.81046,673194.82517,657688.17204,628437.20238,619393.37931,612582.61176,632319.44828,662030.55952,678866.68657,693715.26316,801564.77273,774217.79245,762284.85542,756886.4382,722142.19588,746384.04255,739316.4557,723680.47368,718724.40217,705260.40698
E09000012,Hackney,E05009371,De Beauvoir,433416.80769,447111.87218,437538.96629,392217.19048,367516.11667,327484.06522,398372.67308,404044.5,408792.81915,414550.89286,429267.61017,482613,499545.96,556266.9,527745.64948,513344.12222,521860.26042,494385.43269,463674.63768,460185.33333,459248.3871,441894.95522,481805.03684,497388.21538,502130.72821,563528.31724,578707.68085,593196.69106,637509.29839,665254.3254,671253.76042,690653.78641,684985.83784,685098.8125,762403.35417,779760.82609,836610.52778,786321.26316,763296.80247,746858.64557,743551.17284,778777.63333,704582.69767,766675.7381,718660.11905,662237.46667,705637.97436,625579.10526,671546.82667,731774.66667,821951.49254,855355.64516,822383.52941,838336.48305,821697.43478,838783.78049,881293.92157,858482.27083,843947.6,849922.67227,819970.55752
E09000012,Hackney,E05009367,Brownswood,351144.57851,353850.88288,334562.10638,326876.59155,322469.7931,291458.33333,286594.45652,324114.32203,318010.64286,328475.21978,350508.90566,341390.6789,358776.52459,351567.26957,356833.95146,357838.61458,354220.15217,366197.13953,354991.72165,362234.59048,360470.68504,378300.95489,380538.59859,395726.38125,432579.56716,433068.70213,474723.14876,504454.43925,496125.13333,529845.19444,521733.76106,537005.24074,569086.17829,588688.64706,628004.57798,628054.94059,600267.25,571124.20253,498372.1194,500316.07389,517606.08661,519858.85484,548581.19417,604116.25547,638748.04651,634713.525,666074.64789,593882.19178,574569.48052,581151.42857,568216.15385,583279.2963,595928.13889,602232.16352,594572.02222,613849.22807,612218.3,599381.2451,670134.33663,683945.92233,723726.15385
E09000012,Hackney,E05009379,King's Park,283414.06504,298952.52632,291005.91463,292187.36111,285436.18182,261528.93617,262502.55556,297492.59615,304064.38596,301028.10938,304745.5,297044.04054,303801.51389,318853.29114,309315.88421,320482.2844,311418.66667,287472.83838,290902.64039,298196.96465,317179.85484,374166.09449,404063.04902,417865.46729,426767.57265,429871.77869,442897.02273,451878.90152,442353.15789,447600.53704,480997.10169,487684.96429,511908.1,521122.40517,538400.22642,534729.21782,560275.67708,581665.52083,581674.05556,612013.54651,589853.07407,634052.55128,663100.35802,650405.88462,665006.91358,624009.23457,585210.25714,594362.09589,604491.78261,631531.16071,654555.25862,651095.78947,724122.16667,723052.12037,741016.11429,753716.22,722286.34524,737917.92063,732641.72603,719017.92405,713367.23611
E09000012,Hackney,E05009377,Hoxton East & Shoreditch,383924.12617,383547.91803,367745.84553,333156.11111,333701.75439,344574.07407,346694.31818,370312.82895,361337.10526,368050.75758,384447.52475,384883.48544,408540.84615,386300.45714,384899.47475,382930.59483,395335.71429,428858.33333,424101.2963,422590.41706,444790.02679,449525.44033,466889.11556,496859.62887,479285.27027,510790.52976,593295.21898,619907.15753,650012.9403,660836.55906,668074.32231,668574.37838,679813.1,665117.26667,621382.73034,621616.79104,606596.23729,618666.0625,636939.15854,662580.37895,654214.25301,665283.93636,639482.06107,616548.8189,605728.18182,588505.33333,593817.88618,958045.93603,1102222.9103,1141594.061,1166231.2727,1126340.6746,869824,884099.64935,895298.34836,913168.74286,918335.48548,879576.97541,835319.66964,870684.55833,905419.7395
E09000012,Hackney,E05009378,Hoxton West,324619.25342,349768.70149,390484.27103,401230.45902,427161,405932,382189.24268,392320.97403,387416.43541,397760.61224,412085.81102,376823.04202,364121.88696,355152.16505,359191.07216,374281.89535,392204.71277,379871.17241,412036.80851,438823.7449,443002.01136,500631.02239,537202.86061,540457.30058,558517.23166,578704.36864,580673.78571,581056.05825,579642.06667,609082.49302,671221.42904,746564.16514,764392.50966,783428.27954,767279.49158,717891.7276,700934.8913,709777.94872,699915.24306,664785.52846,602000.8046,617658.04054,667703.57143,691191.17647,644195.83333,607987.16049,848901.0424,850605.08475,849184.86589,860069.93003,744644.0107,757638.41146,755412.20122,759207.52299,770420.9375,746563.7395,774808,782323.24742,794021.70833,772708.52713,751601.25
E09000012,Hackney,E05009380,Lea Bridge,257024.52958,270252.24242,278306.37888,264366.81818,255753.72816,201556.70109,201014.25389,202585.87568,213235.82258,271207.76364,288611.88,263836.48404,258806.24873,262015.14554,251687.30806,309687.72308,314927.97959,328112.84615,354887.58519,345118.68889,373237.10833,376191.45736,376584.89595,383889.77596,378272.69792,390122.59794,424137.87647,452813.03922,488912.31707,493080.74286,521039.98995,552628.29825,539621.3253,531433.26875,533135.06061,519815.31304,579076.33663,631074.73404,562044.8913,604376.87234,586242.55034,594699.28105,658029.12281,617588.31776,610711.40541,590056.89623,606905.63393,607448.23387,604093.88976,626390.16379,641285.03883,676006.87778,689003.33663,682386.52113,659220.61429,637230.04651,673500.88393,702103.79747,755322.05556,728328.95455,698036.58163
E09000012,Hackney,E05009376,Homerton,251809.55285,263512.47967,251175.18987,233229.23077,225792.98246,196843.24324,205887.21277,232517.90566,251123.37097,274392.40278,285709.54412,282256.93056,273081.67606,244124.58974,247768.97333,272762.64384,283234.54321,313546.12676,304311.41176,300132.10843,289171.86667,303112.46835,328213.30303,320108.93846,362724.72059,399745.24725,410398.55276,420342.57971,413074.94787,438414.75258,454136.33654,462309.80909,496530.25217,481480.36134,458064.42308,458853.1383,418163.78505,435828.0531,463274.73684,473415.84821,514369.02299,509390.24691,475222.58824,481644.69903,497011.98148,502175.90385,544864.25882,531652.91667,529547.22892,500901.53846,500275.81429,517880.0625,546474.70787,558951.98473,553539.23529,550673.51389,553974.14167,548158.58824,560201.92593,577485.87654,566729.80519
E09000012,Hackney,E05009373,Hackney Downs,288361.09268,295579.63736,286277.95862,287619.69524,290421.6506,277541.10127,288674.38372,285173.83486,293574.76577,304186.07692,301550.72441,317407.0315,315986.736,312995.72581,317884.77966,311572.64348,324068.23077,339142.90076,352240.7554,352288.76,350662,340634.72464,358810.07692,389971.81618,422102.75556,468673,477127.90385,484213.02069,505330.14388,480340.77305,507490.032,526319.32394,530722.11806,547652.90977,541570.336,542737.42308,566451.42453,591886.61905,612683.45361,618531.53608,586165.80233,556290.88421,539729.26667,525380.31183,507968.04082,524191.35632,576523.7541,595248.4539,610955.41139,614731.71141,611104.66418,652499.04237,685692.84,669035.14286,663277.97207,654172.69048,644719.32877,650469.3299,671698.65385,656569.69828,638275.12844
E09000012,Hackney,E05009375,Haggerston,282666.95964,283022.48058,284359.60204,268204.7541,266912.88991,271884.61538,280971.51961,285843.71277,293092.16832,301489.60526,315148.10185,326458.72727,333935.24752,336595.64103,318668.96552,313970.58511,313446.85,326552.36752,338646.96491,346015.15596,349300.82927,359731.13636,363149.85039,379351.45528,397894.56911,416660.65909,437418.82083,427166.35317,434252.23887,450461.89691,454151.31343,482336.09375,494289.84252,498666.44554,504398.07447,518395.58824,438683.16667,422344.98374,428570.52066,430338.03252,484750.54945,527855.96386,507747.55952,515263.57143,508876.425,501671.58824,618046.04762,627977.84375,637472.51042,666560.85,717697.65605,729073.82313,711902.33533,677349.24713,564465.71795,561334.6,569365.1165,576734.52564,591747.17582,580312.16495,576673.35294
E09000012,Hackney,E05009372,Hackney Central,314670.36774,323119.76613,327904.15842,315718.15068,331984.5,314256.12245,271765.68627,279498.38462,278598.6,292228.2,298521.73563,301410.43158,313973.58947,308118.63043,349430.48701,354993.71875,351537.74457,357089.37173,343796.07914,351059.67742,355878.46847,375232.26733,382425.49,412308.62626,438097.9604,452961.00962,484112.05607,491675.87179,471889.85065,434465.64948,423241.66023,435467.16078,456992.71101,492021.65909,572065.16505,553742.72165,549731.04545,576507.26437,555284.0102,591222.16505,605229.5,573706.50943,602980.65,558617.28571,563782.27434,587942.13559,562623.27966,570511.87619,535220.46875,569685.88776,605492.18557,616341.75,616105.57895,609446.04196,603405.23129,614208.58667,655832.01504,633178.35965,704332.46018,705544.22115,669789.40594
E09000012,Hackney,E05009374,Hackney Wick,280906.41463,285392.73874,287798.7027,289885.06557,311010.40426,292212.375,292811.9,289582.17742,271257.04225,291236.66667,290276.48148,299990.59494,302753.88608,314295.60256,344341.21875,329504.0625,341275.15152,336216.88679,334255.86022,352291.75532,361515.96591,356963.98734,353530.30864,364256.46067,366024.94545,368768.5,377072.67391,376817.37313,387506.57937,401558.23134,431407.69725,467863.86111,500582.51887,541782.52326,533322.14943,505852.58621,481299.12791,483958.63158,498233.11224,494863.38462,529378.78571,523554.48611,504283.38333,561428.47458,491370.68966,488181.89655,484480.51724,483081.72414,538329.5,546230.78431,580137.3,565823.21918,578928.80556,591812.7574,596494.77326,602081.73096,587275.87845,592537.14744,620877.24852,651788.62992,681708.5566
E09000012,Hackney,E05009381,London Fields,326092.95376,326180.6319,332770.89286,345154.48276,326374.80263,303545.32759,317894.15254,326336.07955,319361.19,330053.55357,356944.92623,359188.25439,402541.51402,416476.46296,373606.84921,394813.73228,385605.57364,394075.86087,451619.74468,476090.14423,465289.52778,473835.15833,509852.29688,530098.22414,563930.88136,587284.13235,600313.60484,625152.46923,635245.816,668915.62727,683613.46923,697773.7541,767082.92063,764993.05263,793715.34444,797221.71591,736587.6375,731400.14667,711936.16279,769048.40741,780989.89655,788267.52381,780440.5817,760650.94891,754568.17007,739676.41722,749272.96124,733361.9,719876.10891,754910.58333,759644.81081,835341.45122,848200.88496,820788.65089,818239.10714,808234.10897,824291.24031,895142.71429,931136.06452,914346.37,911490.72043
E09000012,Hackney,E05009387,Woodberry Down,246362.77027,255804.03226,236101.13636,225921.875,245282.6087,245968.75,260625,257520.83333,247208.33333,255560,242710,263022.85714,266820,254652.63158,278151.38889,290322.05882,281725.64286,293675.375,299428.54867,318490.9596,338409.08032,336186.86809,349844.51852,328273.90217,327500.20225,380913.17188,434866.85714,463694.57143,439387.73944,444850.7644,440608.01045,437308.70661,456888.30739,469801.89732,508299.73881,564075.22632,604166.42132,620166.58378,626136.32597,652288.47368,555228.38384,539496.65138,565144.60731,565575.18182,592549.09646,597536.49527,603932.90476,602047.33161,573542.32955,582114.34426,630384.62,635689.97761,627417.4661,618023.17699,601424.46078,590066.08791,586298.9061,559981.84746,585664.13559,589701.8,583956.02532
