Local authority code,LookUp_BoroughName,WardCode,WardName,Year ending Mar 2008,Year ending Jun 2008,Year ending Sep 2008,Year ending Dec 2008,Year ending Mar 2009,Year ending Jun 2009,Year ending Sep 2009,Year ending Dec 2009,Year ending Mar 2010,Year ending Jun 2010,Year ending Sep 2010,Year ending Dec 2010,Year ending Mar 2011,Year ending Jun 2011,Year ending Sep 2011,Year ending Dec 2011,Year ending Mar 2012,Year ending Jun 2012,Year ending Sep 2012,Year ending Dec 2012,Year ending Mar 2013,Year ending Jun 2013,Year ending Sep 2013,Year ending Dec 2013,Year ending Mar 2014,Year ending Jun 2014,Year ending Sep 2014,Year ending Dec 2014,Year ending Mar 2015,Year ending Jun 2015,Year ending Sep 2015,Year ending Dec 2015,Year ending Mar 2016,Year ending Jun 2016,Year ending Sep 2016,Year ending Dec 2016,Year ending Mar 2017,Year ending Jun 2017,Year ending Sep 2017,Year ending Dec 2017,Year ending Mar 2018,Year ending Jun 2018,Year ending Sep 2018,Year ending Dec 2018,Year ending Mar 2019,Year ending Jun 2019,Year ending Sep 2019,Year ending Dec 2019,Year ending Mar 2020,Year ending Jun 2020,Year ending Sep 2020,Year ending Dec 2020,Year ending Mar 2021,Year ending Jun 2021,Year ending Sep 2021,Year ending Dec 2021,Year ending Mar 2022,Year ending Jun 2022,Year ending Sep 2022,Year ending Dec 2022,Year ending Mar 2023
E09000018,Hounslow,E05000347,Brentford,312634.5787,320001.34348,328385.25123,314024.24324,294986.02235,267188.32903,261928.5061,265721.56571,277423.10526,285843.05612,283976.05405,286747.64286,290556.79213,285376.59394,299230.8674,304615.14439,316968.28169,371090.13655,377825.39583,392672.07207,416459.91139,416882.57269,409243.87402,383461.69369,365803.67155,367294.65805,395510.01449,424995.41935,446549.07042,487621.98025,510006.75431,532664.03831,553439.12132,575728.03868,587000.14894,597648.42133,601989.58609,558570.45,526164.04211,539086.45455,522768.97561,511064.31159,502351.03571,492365.18841,465018.43357,478749.28105,498421.63194,499266.92308,505065.64417,493984.18182,480192.36913,496316.60588,518535.95455,524759.28511,527152.55217,531128.95789,523899.10526,537415.4065,532098.66667,526954.87898,545534.86525
E09000018,Hounslow,E05000349,Chiswick Riverside,608955.16049,620570.3445,562461.33529,541845.72358,560826.89524,559108.64762,608858.40351,611182.77941,611110.95758,606033.08824,628493.44262,631481.66489,616187.64737,643437.85922,662968.71282,669290.53368,680900.96648,655418.3631,637329.53704,617314.7375,629464.92857,687729.20787,701071.33,786160.15423,810952.6381,790341.58065,815100.32836,791541.39024,776692.41622,821258.45143,844633.4152,850668.52288,866222.40237,800404.32934,794143.86667,839838.69799,885850.21642,985607.76613,973174.488,917826.488,883809.52033,854172.56881,804489.63636,860888.14159,858860.80357,892062,941480.22124,884623.09917,994386.76,991911.01626,1049557.0504,1120597.5571,1050755.8415,1040581.5288,1008465.7114,985179.34783,977697.34756,983753.45833,1047207.3077,1056078.9933,1073954.7121
E09000018,Hounslow,E05000350,Cranford,238020.64646,236488.22353,243409.42029,243089.55357,238962.78846,227912.23684,208408.83333,219458.33333,241536.58537,244094.33962,249825.89286,249867.64706,237572.22222,242660.38462,248323.26829,250433.42222,245375.07692,240818.06383,240323.40426,250692.55319,257881,263092.71186,255611.15942,256353.76471,253370.32609,246485.04673,253855.55556,247808.55263,260081.80303,276484.59615,288262.48214,316230.97183,327998.7013,347309.09091,358224.19355,355669.14894,340406.57895,366617.85714,359065.55556,365999.01961,386459.18367,363677.08333,364777.77778,355062.5,353817.07317,358056.97674,375132.43243,380997.36842,386966.66667,382918,388477.27273,385147.5,353553.7037,375866.17647,369276.38889,392359.375,419590.90909,425642.85714,453585.71429,451283.78378,475728.57143
E09000018,Hounslow,E05000351,Feltham North,229645.41463,231267.10959,231047.75893,217040.09901,208978.57143,198316.89189,198187.65432,200572.28261,212116.35514,216683.7963,220986.76471,224738.72549,219416.31579,220733.51648,212818.31683,210095.78947,208820.87379,206947.54902,213980.76923,220873.83721,226750.90909,234225.15464,234278.95238,234521.76154,239154.31858,241895.24806,249305.94355,256301.95327,262050.08547,269918.5534,282096.21552,294850.875,313619.7807,319407.1875,333970.6701,340033,342036.55914,346397.9798,346947.91667,354647.4359,354241.13924,346382.5,353718.75,359591.95402,359440.74074,369460.41667,369842,365220.42254,366791.55844,363388.875,365857.44776,367683.84375,370182.25833,382319.94969,385856.67857,398192.2446,406672.56637,408714.28571,413064.49275,418886.61972,424686.71875
E09000018,Hounslow,E05000352,Feltham West,216642.6135,217270.83197,215159.54494,211471.45251,206985.32468,200912.91367,191311.07438,183135.66667,183276.744,186269.75168,186389.30968,191533.24183,194924.17647,195972.08065,195999.65891,185785.75969,190134.91724,191380.29861,194388.81295,202451.79856,200079.32331,199533.45324,204525.4717,203863.34659,203834.28497,207652.63981,213664.74208,223718.78903,235520.3617,243122.31915,250509.50847,257409.91189,266232.47059,273257.33051,278097.81395,286479.94949,286241.29032,287448.66667,291520.10976,294812.33735,294087.99387,303325.19108,306883.96667,303024.77444,314692.53731,307342.35294,307762.03883,312552.22222,307955.04673,300237.98077,299100.98039,301056.02151,311564.24242,325737.76119,332958.83212,338028.0303,343608.46774,361493.82022,355558.98958,358655.07921,360273.09412
E09000018,Hounslow,E05000348,Chiswick Homefields,683768.1281,765864.66505,784759.35135,778529.0463,749727.15625,604434.76344,627812.01739,604559.51613,624492.48299,679156.81098,743154.89172,758990.29762,817498.85294,797215.56886,781415.36898,795767.52174,774748.18889,814575.28,797678.21795,805918.18012,797938.51333,813570.7697,832096.88304,898757.05435,932053.43842,951112.74874,994651.81152,1054548.736,1054082.0064,1091477.6338,1187137.5235,1142408.375,1148361.8492,1093366.2456,1009318.6863,999818.76871,1056993.5847,1163575.6134,1158299.9928,1183823.6099,1151355.3443,1145252.7789,1134743.6278,1136530.9191,1128617.0238,1070213.3697,1052084.2885,966179.67619,979460.9569,1009622.8365,1189575.4854,1389131.6078,1325812.1765,1250102.3552,1223909.3194,1146367.533,1164176.1646,1157294.0236,1145819.0703,1195392.0544,1253562.5448
E09000018,Hounslow,E05000360,Hounslow South,294822.25131,296401.16875,289596.81579,279748.60494,274413.23881,261479.09091,253069.44118,255085.72222,259310.15789,260097.28571,270978.97727,278439.56044,281022.10526,285562.08738,284838.66667,276948.98077,277228.63889,284371.61538,294519.60748,308272.95192,320322.43137,321037.02857,326489.41905,330174.55357,334912.5,350898.36066,367038.20755,377818.69159,398314.375,402530.3,404661.13208,432923.30435,434720.90164,445211.36364,455123.25581,449877.02703,460563.39806,464229.57447,460019.60396,473434.8,468133.49515,466024.46809,484021.59091,478502.17391,490085,482798.25581,463484.14634,465900.60494,448482.24359,453534.40789,478524.88235,486643.86207,507088.84848,520639.54286,521802.7971,524667.088,520558.54545,549341,552562.82051,556076.19048,573656.0241
E09000018,Hounslow,E05000362,Isleworth,279206.23377,281585.33333,283804.49405,269548.18182,272579.56989,263048.05195,260011.57534,271391.84783,268743.36283,274867.22047,279003.3986,273649.9125,278526.55263,276069.16981,274507.54088,280487.8855,272387.78322,276911.70861,284550.25333,295747.11515,315692.7963,334210.89583,353414.5974,342956.46296,347165.49133,342861.76344,333404.82609,354534.32804,357051.43017,367097.89222,384252.63816,382395.81818,392219.94771,445356.04706,459954.81319,463199.86813,489946.91975,473174.10714,543672.51515,585827.11111,596622.53982,621514.67227,589858.98561,603363.01342,588366.76398,568624.6875,545993.28488,558215.41237,545557.62326,534411.62694,530460.76136,489021.44025,469536.22754,477781.09453,481402.87958,475165.69186,500485.81343,534281.36275,543164.40196,563725.18182,566018.07339
E09000018,Hounslow,E05000359,Hounslow Heath,238828.97525,236854.02094,230787.22222,224449.92,228688.04717,228789.83099,237142.61224,236919.47541,230673.58108,227194.02174,227683.94495,233085.20408,226935.05747,226783.5443,226519.04412,222101.41791,223106.01351,238342.88732,235319.11765,229747.76119,243584.42623,239953.1746,240933.33333,252179.54545,253654,254109.91379,262543.90244,269056.09756,272669.67213,283851.66667,285227.27273,294792.99065,304804.86726,303610.30928,320656.38298,330562.84946,331466.39241,332503.96552,329886.20879,336304.48718,336946,350150,348093.84615,343006.36364,353463.80952,345156.88525,355018.13559,341345,343674.10714,367896.22642,365346.59091,375943.87755,394578.7234,407704.70968,411321.64516,418912.7931,413633.5,379840.78947,384254.25532,402998.91304,416288.88889
E09000018,Hounslow,E05000361,Hounslow West,254182.77011,250398.11392,252504.57895,235847.37037,227150.16667,218702.51163,224394.78261,212862.5,212046.74603,221111.90141,220456.44928,232269.92308,236876.41509,224900.89286,219671.9697,227346.57534,240107.8125,245742.22222,246764.93506,242986.36364,227868.42593,228320.09615,235269.74138,236794.6875,253820.60345,258737.52381,273921.9,282770.5493,287109.39474,301577.4375,303525.8046,305159.14634,316622.61905,321546.15385,331936.02941,337898.66667,340392.37288,345643,290429.45205,278860.60766,281346.98571,281289.02404,298250.99153,356074.46809,354341.37255,348947.45455,340882.82609,345982.54902,350652.01754,345377.17742,347605.41096,357622.6,359806.05634,386882.17949,397946.9697,411531.66667,384873.02632,356613.81818,381443.83099,360493.74194,385465.69231
E09000018,Hounslow,E05000356,Heston East,271545.35484,271345.57554,266872.2381,272087.3494,270612.31884,266154.53704,259907.5,253909.46809,254496.2037,261683.05085,267021.77419,249153.94737,253477.5,247432.43243,252537.65432,277040.90909,278687.69231,280225.78125,269754.83871,259414.39394,262444.77612,272060.75949,277353.76344,279726.5625,285561.66667,277575.55556,280203.64486,275322.2807,282656.37097,299506.38298,307121.19565,334946.95122,345222.61905,358084.17722,364404.02299,380889.13043,375997.02381,381180.45977,396143.15068,399132.8125,413070.13889,408775,399164.40678,387952.54237,382320.65217,394693.26923,395168.36735,384663.04348,374523.25581,372672.79412,404176.28205,443424.34211,500604.41176,503018.18182,509706.77612,532018.89855,514898.16923,525533,530071.71667,525480.55932,560076.90566
E09000018,Hounslow,E05000353,Hanworth,217972.65482,221176.22152,214402.55652,210735.0989,208264.28571,195877.14286,183901.44928,191483.85057,193438.60825,196604.07216,202973.57143,199960.32609,199247.77647,199237.75269,205229.49485,206482.66265,208895.30928,218554.45,213148.95,215504.66981,217239.22414,215768.05556,221610.17699,225327.26446,229357.14286,233516.06612,244255.72308,256627.592,267970.22835,277735.56911,289324.57265,289097.31008,294083.0625,299757.94595,299203.67308,316304.34783,331000.60976,335430.10753,343667.04545,349189.28571,345908.33333,350800,316801.78571,314118.14159,314500,310134.25926,343456.25,332743.60465,325343.50649,323415.27778,320286.30137,341061.97183,357003.27778,376655.36036,384711.22321,387969.48039,398006.38961,390792.58182,399086.67213,423936.33333,421539.7013
E09000018,Hounslow,E05000357,Heston West,242820.66406,245914.55752,242888.03261,243211.27586,243574.58824,227541.7619,217550,220986.66667,228165.96296,233896.22222,232061.40323,228361.13559,219709.08163,203461.25,206986.66667,212099.09091,212946.21212,230477.20588,236507.69231,239320.89552,254674.24242,250801.5873,249652.77778,251694.44444,248017.69231,261351.42857,269271.31148,276856.55738,277373.80952,268437.27273,294100,294656.86275,314825.2381,318183.62069,318330.30303,338079.85075,329508.77193,340312.96296,351269.23077,357974.13793,372790,382791.46341,392095.12195,414723.80952,437401.21951,430066.36538,425640.02,402140.36842,403380.96825,416514.7541,422101.72414,465156.14035,461776.92308,458122.80702,467603.44828,448385.41667,456240,442750,427036.58537,455207.31707,449485.71429
E09000018,Hounslow,E05000358,Hounslow Central,250762.93447,243280.78378,242393.48879,231465.66667,231684.58242,231550.51563,214944.52239,215098.9697,218947.01299,236259.49351,236365.16883,229379.66667,239157.83908,227106.7234,242859.54545,263102.95,255077.47706,255694.23077,254430.30303,240344.02174,252858.98876,264528.24468,264440.86735,264537.0354,255815.54237,263896.34884,265856.86719,278193.592,281138.52459,279128.53571,294453.3,301706.39286,316144.72028,326354.28571,282786.39053,269341.85022,265515,270334.40367,294524.66216,346184.52381,352601.45631,344233.96947,336702.06897,328712.82895,313259.04965,312147.57522,311428.04762,321704.89157,355298.21053,353672.25,384898.06612,406204.63158,407392.3662,416272.21891,408479.53571,404862.92308,397036.27419,376199.97143,406640.07895,390200.12987,402426.34921
E09000018,Hounslow,E05000354,Hanworth Park,228964.38424,227737.11864,223288.32258,218486.95652,209654.83871,205258.92857,204317.07317,207986.55914,207572.11538,214509.25926,211556.54918,213121.192,216456.1938,216540.07438,226909.73451,223186.84211,217993.84615,217132.21951,212796.60526,218094.8629,222412.50495,222294.29825,225689.92248,235431.57895,242091.83007,251455.76923,259601.98675,268934.42029,275321.82353,269535.92258,275169.9026,279245.3481,297039.43976,308454.37162,316249.0625,314852.86624,309668.38235,315750,318928.87931,333863.39286,342096.3964,354100.93458,354885.37736,345728.82883,344276.92308,345405.22388,348823.89706,358126.98413,358611.76471,355864.10256,368420.83333,366401.76991,370588.23529,396178.83436,394302.31788,409225.2,419629.45902,415864.82979,426943.32727,430989.13761,433022.52174
E09000018,Hounslow,E05000355,Heston Central,261163.25758,267518.06723,269710,267198.18182,270565.11628,258367.85714,256245.28302,248030.46875,254314.28571,260288.51351,264777.27273,262643.28358,247783.59375,241966.66667,243366.12903,250218.30986,253190.44118,246861.68831,246968.38235,246423.7541,256145.50746,270297.84286,266053.55714,270698.73418,276640.41096,289930,326784.80263,342995.26667,341926.51899,342988.81944,330811.33333,347789.77273,359303.60825,363713.18681,373494.02469,359202.31731,358528.8797,354690.07237,363001.43312,363078.83212,354449.48454,371551.43902,367546,393636.21875,413443.93651,405968.18182,402244.23077,424370.20833,432056,428336,405820.26316,400528.57143,388368.42105,432754.23729,442925,439423.63014,445617.01389,434614.23077,442206.03448,432947.36842,453407.40741
E09000018,Hounslow,E05000363,Osterley and Spring Grove,338500.95057,332534.90119,324450.31474,314519.5815,298861.89063,292557.07692,304997.53571,293278.49286,298732.22148,311892.12329,303659.28571,324973.62879,341261.22131,348546.43925,345977.51282,341329.52756,346299.62963,364300.34483,385409.25926,400666.6383,402994.70677,402860.94194,394222.16667,398896.22905,410722.74257,405750.72589,417845.14286,419365.04348,413681.8655,420850.64935,420950.64935,438370.74468,435004.10256,434852.84896,451096.27273,458132.48507,490114.98291,484929.9635,456189.49045,471433.81988,475710.30726,488842.6962,516619.60714,507044.88189,495268.7156,487992.66667,468324.88372,457127.2619,453458.60215,444501.51515,450555.35714,484050,530474.03846,561014.38356,555292.94872,556605.22876,537906.39098,538393.13725,580042.05607,589462.38095,615250.4717
E09000018,Hounslow,E05000364,Syon,307409.70221,305873.93709,291832.49801,274478.2968,258182.96335,248231.94355,246799.98198,264267.14925,266931,262449.90868,260362.05674,255300,261616.75097,262028.54348,281719.1978,295719.21739,285265.01807,288435.85256,303622.34969,297580.89175,326642.48947,338760.685,333368.86916,349495.32075,338857.63878,368365.42623,385612.31283,398160.61697,415344.49333,422432.17276,419862.72,440007.62908,450752.21194,464608.44407,476836.16732,438973.13853,427349.54348,420214.48,431574.72628,464393.62583,466986.70064,470555.2892,468231.3737,466512.15417,470064.19149,467431.71642,456934.64246,457955.66071,468795.44706,470691.60839,491342.05426,487944.13043,492016.55172,492125.66964,498763.13559,489587.23913,495491.04878,518650.10067,495657.38411,522547.95322,510975.1634
E09000018,Hounslow,E05000365,Turnham Green,563113.12955,575208.92641,605511.93855,587244.00746,537471.85321,527554.02299,553580.52212,573451.52899,606641.63253,613684.56522,655960.67021,657157.77604,652542.18782,638053.2723,605269.74766,596538.00935,574012.17352,584140.20305,605124.05946,601343.7486,621702.96914,598769.96364,635207.57895,708207.13265,719289.30622,775199.20297,841219.16827,823723.70476,872616.17347,898065.83486,872475.54211,897159.59783,866241.19535,847263.02128,854351.78613,869487.25641,958794.59055,972743.51938,962045.23077,955679.26446,872279.91667,809033.68391,814949.28351,796980.80214,785357.35955,794310.98473,850222.96241,840636.26846,861192.26506,865437.22148,817141.59712,794076.19595,808687.83871,825968.58373,851486.71628,906437.7234,934807.89412,1029447.4815,1141927.9006,1117251.3133,1157162.6968
E09000019,Islington,E05000370,Clerkenwell,520483.00541,508685.11518,515360.6993,533586.6748,550151.71667,533412.36792,521491.31298,528630.17365,511546.75439,522027.45665,564719.58896,557898.10067,570220.56129,556863.13924,511668.00606,528605.10596,583685.78378,624201.02069,649149.60294,695922.62838,648430.60135,652388.14789,673142.15714,678429.69173,702454.29508,763944.88976,832137.34307,859395.50704,864411.27152,881496.84713,908010.52667,910956.5037,954084.44286,927189.56667,906494.74,928388.64894,934624.40698,956387.25581,950656.52273,913487.43902,861328.73418,820346.70588,816401.14286,804703.175,773655.72727,722708.10169,688792.67857,750980.83871,875548.46575,929390.47458,1025028.7188,1060710.4839,953969.09091,954791.51685,877811.30682,905048.08642,934684.82558,959626.54321,1060300.5263,1022410,1006078.7879
E09000019,Islington,E05000371,Finsbury Park,333541.84896,344312.52318,350829.13889,308248.80682,290675.40984,266005.42683,259859.4527,261823.0479,267384.41111,278824.96703,297199.52555,304987.48227,329134.79866,332388.90152,339448.72093,354024.65812,321520.8314,330791.62626,310340.14015,313967.16288,325605.49275,318981.70681,382014.63571,394891.38217,406406.09302,433795.37791,460448.87425,483385.72368,499235.29851,497023.75887,500767.33607,500784.728,516798.26174,521313.13953,537519.84,544504.46018,537208,554932.69231,537226.17647,565238.91176,566388.90196,553297.93182,548984.18947,521593.25,521685.54651,517988.78495,518385.07,539344.0367,512300.66298,524688.03371,541596.99541,544550.3681,576857.95911,587934.28188,590745.14754,638535.58209,627949,603595.35165,622779.86916,610829.13274,615709.06087
E09000019,Islington,E05000367,Bunhill,497439.93189,505074.81716,457436.50691,441939.0297,425360.13072,408199.29078,430781.78832,427668.52247,440837.54585,453334.03462,470770.56842,498508.81467,514034.80252,521184.20492,530472.19433,520289.65769,540095.58719,547938.31861,554515.52229,571610.75,574399.75542,603650.0566,636681.56698,658274.81389,674121.88589,683958.03647,711143.69412,717698.93909,723799.08621,718318.38125,720571.18382,751497.47619,793146.58065,822316.94656,815129.98601,804271.68707,804196.85586,799284.33582,826794.88976,826667.75,793521.26087,772613.08081,786687.25743,807417.13084,771754.67826,775014.65574,761442.5,774449.96212,858248.60694,879164.99425,881657.12953,930655.87903,939525.73846,913901.99,936878.65052,928396.14085,898876.47436,911199.80769,813144.05512,771854.21374,772014.97638
E09000019,Islington,E05000369,Canonbury,486288.80612,454385.94798,474109.29197,468736.36,448954.5082,398507.76351,420479.975,451193.475,465034.5049,508440.17033,519240.43333,507052.78322,537928.88356,549731.52055,573537.51923,560255.93103,555439.10119,585533.23034,597223.17308,619320.47482,681113.82432,688226.17391,680257.54861,717506.14667,679354.13014,688896.87919,707856.37037,754338.58333,766331.61345,810287.23077,800273.96124,820708.82813,817610,794017.72059,824192.41803,778486.90476,756001.31579,806866.46939,930989.28302,943646.8,1002913.4074,933992.64423,780944.15534,810932.14,776579.52577,781192.92593,830717.25455,808011.1626,823644.275,925184.27083,907623.22368,896033.84615,1001798.4694,914515.25974,967751.31707,1038037.8543,966605.37931,1009047.5229,905945.72,858528.43284,874717.76271
E09000019,Islington,E05000366,Barnsbury,583128.50442,548329.43069,552464.18452,531895.09559,526465.26168,515014.99,522016.52893,522769,508923.32461,523431.89956,546575.71713,549880.66875,572647.75484,591190.70803,597382.64173,624765.66071,669967.14189,661020.66463,681174.33758,723110.7871,672039.5,708666.88571,686639.80282,686295.35256,767471.11043,828039.57927,877763.12025,884277.66234,844012.59732,863071.56,907806.95833,951463.11278,1013044.5234,933504.90984,984007.74576,1050310.9145,1039025.0202,1140979.3469,1140938.4242,1084473.6989,1102221.3981,1047236.0104,947248.75,995554.76966,977942.49239,980248.85784,988258.15663,949887.48031,937857.48214,917846.37113,944796.23881,1000510.2466,1074944.7442,990496.03356,975791.47126,964311.08092,997421.90385,1076313.9018,1212940.7407,1239496.8803,1133283.0603
E09000019,Islington,E05000372,Highbury East,515262.31818,522188.32584,487958.24057,489581.26087,500988.01695,490213.41,518355.36036,481588.48951,484555.78481,499961.57062,523517.24725,584462.09497,627974.46875,651167.57219,668403.88889,597265.7243,583155.65899,581008.04673,607536.52857,709795.86628,735003.59091,756326.42169,710115.75281,693682.61236,753037.41667,784272.52451,819126.82266,875969.43434,878538.56742,921602.27273,931535.46053,889231.67089,850683.23889,777185.76364,791893.70732,759629.33333,815217.27344,896812.30714,893576.82143,907652.47794,856238.03937,814983.46154,846957.46809,884602.92,849225.38182,845324.14286,846517.36641,832650.88636,879495.74453,942699.32824,1009015.379,1074552.8268,1042405.6144,941862.24064,985067.43889,1024545.9286,1057051.9856,1179202.0769,1157506.2857,1058735.1151,1064962.8651
E09000019,Islington,E05000368,Caledonian,405140.62658,407869.02674,396031.37059,376157.57895,379837.8371,365979.35165,359381.2967,410541.63636,439131.95146,447518.54455,446410.328,435674.13235,413280.97368,405702.45205,415417.73248,415559.68153,415130.63462,434419.22013,448737.38732,446510.22656,495230.44915,531498.48571,543900.58519,580062.57333,567453.8875,537812.75839,545185.24828,546579.51724,573629.40789,648767.46939,664762.19876,669472.08982,667798.29444,638247.18519,661470.0292,704433.2807,732082.31707,743997.59036,705357.92683,670518,687938.23188,703044.51515,703409.03077,701010.34286,660159.08738,640875.95918,628801.67949,605975.87179,642629.02247,642362.77273,665618.18261,685632.86957,638365.8961,679380.96364,635664.47581,685351.16,733206.85345,740268.51579,831989.51456,761371.88679,771496.46
E09000019,Islington,E05000373,Highbury West,413413.41473,413231.22603,393298.82105,382236.72283,377926.8284,379101.775,398992.95397,388985.32258,392798.87714,394682.04222,400872.61064,420869.38411,435912.62825,443584.20165,456173.27027,462887.41905,460428.12264,475662.5,480596.26754,490569.86508,505610.82745,530839.59857,533208.96875,522106.99768,531567.82619,538716.17958,562450.71245,583523.01155,583558.42857,599861.43296,602002.93294,673901.91228,702756.80297,714358.125,693668.2383,665140.95261,673495.68571,675467.4,687716.07143,673856.21469,684711.10429,686235.27879,676170.65031,653900.1,637092.46914,633319.68452,677533.19298,716368.19048,718712.87568,749138.70199,792181.97826,807807.52083,854684.08387,818789.23214,795027.96569,783848.98438,784175.02941,807801.66116,855045.19863,901387.04819,917094.70513
E09000019,Islington,E05000374,Hillrise,384586.42442,382287.20482,373706.91852,384747.78448,385644.71875,395242.50746,406034.63889,374724.36667,386151.82075,409501.57258,417497.25397,459378.02752,487370.68932,499428.86735,510579.65766,499606.94545,469810.14754,478090.07087,493912.6371,472891.97842,477179.88,470374.45,446152.5,488493,503475.25926,517621.99265,569396.62205,568889.84298,576355.18421,572787.19835,557557.66102,571373.00901,580581.40769,593158.10909,594660.88119,611057.88421,641611.2069,628523.92063,656086.04688,685857.24286,648667.39744,653163.81429,600195.30986,576200.10294,597547.8,615361.12676,653172.16216,656061.64384,657865.85366,638120.48193,651068.49315,683270.84706,717638.53191,695448.42657,701420.32075,688667.66901,709664.75397,808597.09524,792042.15116,782497.70476,755953.55446
E09000019,Islington,E05000380,St Peter's,533857.33462,524976.27119,524999.5049,486545.85714,474201.27485,474534.37342,445544.02778,503504.28824,568421.49701,601902.68394,636980.38743,673783.31053,661773.29082,654116.18033,678506.88108,641762.06667,619590.24607,644285.28986,573704.56917,589326.65854,603123.01786,602674.67633,721302.7561,731252.94857,809326.82941,869183.79651,857890.03448,860145.69874,870123.75191,860150.01533,921903.30415,955089.45294,865227.52866,872796.87,863566.25571,877488.2839,908007.71753,911475.97087,957965.18987,989251.55285,996910.59829,979690.96528,956693.09202,941374.51579,885003.08444,913240.85507,901043.78723,889731.33129,976208.39837,944945.34286,984740.31959,969279.68817,1001168.8632,950410.2234,988947.24,1043064.3081,1075289.5196,1159100.8651,1059183.5077,1023715.7153,974570.3125
E09000019,Islington,E05000378,St George's,403420.97191,406125.39623,409499.64815,387806.77108,365425.64103,344202.66667,334910.92661,351246.72656,363008.18939,381463.5035,424465.8156,440143.41727,451812.07237,475128.83974,479322.64375,479048.31515,466747.58434,458831.52761,460368.55034,453028.52941,483923.56081,502950.2695,485807.64336,514641.53333,526288.81955,532355.14966,580185.32353,590346.85271,616591.34884,652769.76852,670692.17241,694694.26829,665797.32824,662577.77778,656227.03604,701209.88542,772057.13095,803022.4023,806384.83146,727667.55319,698388.94737,686474.5,688931.08491,701868.76147,654873.48529,643864.13433,654904.30935,670330.12766,743670.79032,698267.56452,684824.56075,709724.58407,698570.5,748638.44138,743806.78808,741618.10448,739594.51613,816274.16854,799102.15054,763339.80583,757626.63551
E09000019,Islington,E05000375,Holloway,355680.38075,361251.52062,354165.46875,314528.35227,311036.36232,318560.85714,305816.79012,304644.77228,299910.10345,292418.67227,308522.45736,321630.91603,339049.26812,356028.23358,378345.77536,388343.24648,390882.58333,393502.04324,375478.73529,379713.52066,375116.83137,380570.71304,399113.67117,420898.63208,438416.02392,435349.76606,451901.89286,463660.15306,462389.97802,488842.70175,498847.35526,512231.80488,540947.67816,537780.3758,554902.375,546748.50847,535048.94,548119.78095,539813.40594,539673.5102,533694.59,538536.17021,528327.55102,525392.99,541874,530611.79775,529483.60241,528932.14286,517628.19231,511593.83333,524642.69231,555582.58065,572735.06329,598376.69903,604772.54902,613803.53097,639284.2,668557.68293,689780.94382,682138.35106,680652.68421
E09000019,Islington,E05000381,Tollington,329986.18779,353492.91935,364318.05426,361290.27723,361524.02564,294260,321841.04839,331289.32967,336238.4717,345084.03125,342743.51724,353964.11724,358714.36986,371255.94203,381307.37931,373677.52899,359790.12102,374778.33121,375461.54815,388502.14394,394252.31967,382854.85,394293.88194,411335.40476,442072.77901,471131.14024,500068.01685,521555.18987,534793.69718,538545.32867,560702.49618,567824.88372,574401.16197,593101.85,588439.02963,597236.44444,602052.65217,589290.20952,585573.46552,593672.37736,608870.40777,611841.93069,593491.14943,571574.77778,556433.33333,545273.62637,572149.44444,603101.6129,607003.24742,619554.94048,617010.51471,627806.95946,671858.86364,683752.88079,684802.3913,674512,638152.66142,595101.69524,630659.21368,649930.44286,687664.27778
E09000019,Islington,E05000379,St Mary's,609680.08696,641393.07383,645281.14815,634022.44444,515228.06731,479223.25962,465463.68644,468290.21118,520360.39264,561217.25532,598207.53646,629965.76437,644850.14935,623822.01325,623474.75484,649819.93038,649331.43871,717896.72603,774249.5,767991.33858,766968.37984,734207.48529,758270.33824,855084.8227,872170.44828,885006.55797,887335.76,822399.33898,948109.22835,993827.7541,1022118.1339,1079175.0167,1027170.2759,1016194.5263,965302.66393,934061.3254,893986.03937,895792.6,904799.21429,922144.89815,988749.46512,1015240.7333,1015803.8636,1001735.2593,970617.10127,1007643.5306,1107849.7857,1149344.36,1214764.562,1257416.7925,1226757.069,1214444.5752,1081121.1898,1076225.5722,1055765.9286,1076156.2754,1124725.7459,1175037.2952,1164547.4224,1094657.9917,1109353.33
E09000019,Islington,E05000376,Junction,365145.14724,368146.68276,367843.71329,352006.85606,343806.4876,352245.08696,343776.08791,339908.592,374349.06944,368586.96875,369679.27545,386005.45455,364004.23622,371681.87705,407240,413914.28571,445197.91667,466822.13934,451841.184,462397.35088,438931.8381,420960.75781,467193.24427,465786.84906,503112.22034,561650.5102,538386.75449,562593.48322,568509.37037,548709.44186,587354.95876,594939.14286,583098.14019,590002.84615,598314.55882,603806.5566,606422.67677,624378.81443,637396.97619,682325.95652,617605.49438,585851.44,562143.91667,535306.84071,568910.88235,560616.55844,571320.46914,591628.47887,598155.09589,650155.59375,709148.82813,688717.81333,680298.74725,660954.78417,646772.96429,655474.375,664205.088,686825.53922,670403.92157,674442.17822,656730.69072
